timestamp,max_demand_gen,highest_gen,min_gen,day_peak_gen,eve_peak_gen,eve_peak_load_shedding,max_temp,total_gas,total_energy
12/12/2017,8024,8024,4790,6003.8,8024,0,29.4,847.54,147.47
12/13/2017,8002,8002,4828,5903.5,8002,0,28.7,849.08,147.95
12/14/2017,7742,7742,4827,6132.7,7742,0,28.6,851.86,147.38
12/15/2017,7002,7002,4567.4,5022.3,7002,0,26.4,784.32,129.82
12/16/2017,6591,6591,4200,4684.7,6591,0,25.2,779.88,118.58
12/17/2017,7627,7627,4125,5650.4,7627,0,25.3,827.08,135.39
12/18/2017,7842,7842,4441,5801.5,7842,0,25.4,832.87,142.02
12/19/2017,7842,7842,4441,5801.5,7842,0,25.4,832.87,142.02
12/20/2017,7894,7894,4434,5818.9,7894,0,25.2,844.36,140.3
12/21/2017,7896,7896,4508,5827.3,7896,0,26.1,866.65,139.5
12/22/2017,7064,7064,4457.4,4901.9,7064,0,27.2,826.76,127.03
12/23/2017,7829,7829,4381,5383.5,7829,0,25,902.14,136.89
12/24/2017,7935,7935,4614,5951.7,7935,0,26.6,891.19,148.76
12/25/2017,7829,7829,4590,5646.6,7829,0,27.1,882.92,140.58
12/26/2017,7957,7957,4526,5992.7,7957,0,26.3,866.43,142.39
12/27/2017,7798,7798,4547,5928.8,7798,0,27.1,878.49,143.91
12/28/2017,7753,7753,4562,6137.8,7753,0,24.6,882.52,141.73
12/29/2017,6919,6919,4558,5049.9,6919,0,27,785.53,129.19
12/30/2017,7812,7812,4309,5566,7812,0,29.1,846.06,137.69
12/31/2017,7703,7703,4545,5940.9,7703,0,28.3,860.24,143.3
1/1/2018,7651,7651,4594,5926.5,7651,0,26.8,860.5,141.65
1/2/2018,7782,7782,4472,5806.2,7782,0,26.5,833.71,142.35
1/3/2018,7717,7717,4483,5927.9,7717,0,24.6,815.67,140.86
1/4/2018,7739,7739,4336,5954.2,7739,0,21.8,844.1,140.37
1/5/2018,6967,6967,4345,5130.2,6967,0,22.5,816.26,127.67
1/6/2018,7657,7657,4098,5455,7657,0,23.6,862.21,132.12
1/7/2018,7700,7700,4366,5770.5,7700,0,20.2,865.51,138.09
1/8/2018,7868,7868,4376,5888,7868,0,18,875.03,138.46
1/9/2018,7895,7895,4405,5997.3,7895,0,22.8,875.94,142.45
1/10/2018,7755,7755,4549,5894.2,7755,0,22,841.39,140.87
1/11/2018,7972,7972,4464,6191.4,7972,0,17.8,897.88,145.28
1/12/2018,7020,7020,4532,5357,7020,0,20.6,866.2,132.35
1/13/2018,7842,7842,4237,6128,7842,0,20.5,898.86,143.01
1/14/2018,7627,7627,4588,6176,7627,0,18.9,875.98,145.57
1/15/2018,7970,7970,4603,6250,7970,0,22.2,862.97,144.32
1/16/2018,7784,7784,4658,6120.4,7784,0,23.7,881.36,142.6
1/17/2018,8061,8061,4748,6170.3,8061,0,25,864.32,149.06
1/18/2018,7878,7878,4698,6324.5,7878,0,26.1,817.57,149.12
1/19/2018,7273,7273,4686,5368.3,7273,0,26.7,773.66,134.17
1/20/2018,7684,7684,4479,5776,7684,0,25,810.67,140.24
1/21/2018,7841,7841,4731,6216.5,7841,0,25.2,791.58,146.95
1/22/2018,7810,7810,4715,6368.6,7810,0,24.2,831.6,149.61
1/23/2018,7881,7881,4795,6303.8,7881,0,26.4,842.03,150.04
1/24/2018,7973,7973,4889,6492.9,7973,0,26.5,870.65,152.68
1/25/2018,8183,8183,5032,6541.9,8183,0,26.5,869.72,158.28
1/26/2018,7285,7285,4907,5644.2,7285,0,25.7,845.41,137.94
1/27/2018,8051,8051,4583,6163.3,8051,0,22.3,848.01,145.56
1/28/2018,8144,8144,4818,6497.9,8144,0,24.2,880.51,153.09
1/29/2018,8251,8251,4811,6576.8,8251,0,24.6,883.78,153.87
1/30/2018,8231,8231,4847,6752.7,8231,0,25,852.58,154.25
1/31/2018,8186,8186,4896,6788.4,8186,0,25.6,879.91,154.89
2/1/2018,8162,8162,4928,6870.5,8162,0,25.5,861.41,155.82
2/2/2018,7262,7262,4415,5739.5,7262,0,28,823.65,136.05
2/3/2018,8109,8109,4557,6632.1,8109,0,25.5,941.34,146.68
2/4/2018,8139,8139,4842,6511.6,8139,0,28.6,854.84,151.67
2/5/2018,8247,8247,4794,6798.2,8247,0,28.7,844.42,155.98
2/6/2018,7976,7976,4871,6500.4,7976,0,28.4,835.02,152.32
2/7/2018,8258,8258,4989,6956.7,8258,0,28.3,824.58,157.48
2/8/2018,8115,8115,5192,7184.2,8115,0,28.2,816.21,158.62
2/9/2018,7449,7449,5074,5831,7449,0,28.6,844.84,143.04
2/10/2018,8144,8144,4943,6783.5,8144,0,28.5,876.14,154.61
2/11/2018,8032,8032,5002,6843.3,8032,0,27.8,892.26,155.82
2/12/2018,8165,8165,5042,6882,8165,0,29.8,921.98,157.18
2/13/2018,8421,8421,5083,7198,8421,0,29.5,950.1,160.97
2/14/2018,8419,8419,5187,6831.7,8419,0,28.4,888.42,158.92
2/15/2018,8288,8288,5267,7155.2,8288,0,27.8,881.92,160.48
2/16/2018,7455,7455,5138,5743.2,7455,0,28.6,843.67,141.64
2/17/2018,8158,8158,4909,6790.1,8158,0,28.3,935.93,155.71
2/18/2018,8465,8465,5131,7052.8,8465,0,28.9,983.9,161.21
2/19/2018,8551,8551,5258,7079.8,8551,0,30.2,911.35,162.93
2/20/2018,8553,8553,5337,7364.8,8553,0,30.8,900.89,167.22
2/21/2018,7631,7631,5303,6040.8,7631,0,31.1,883.09,141.05
2/22/2018,8508,8508,4916,7176.7,8508,0,31,938.13,160.78
2/23/2018,7980,7980,5485,6044.8,7980,0,31.6,919.89,159.78
2/24/2018,8848,8848,5323,7205,8848,0,32.5,982.3,166
2/25/2018,8763,8763,5878,7547.8,8763,0,33.6,897.19,176.02
2/26/2018,8060,8060,2515,6045,8060,0,30.7,844.85,139.74
2/27/2018,8768,8768,5181,7017.1,8768,0,31,894.32,164.95
2/28/2018,8794,8794,5824,7444.3,8794,0,31.8,916,174.19
3/1/2018,8835,8835,5843,7467,8835,0,31.5,930.61,174.32
3/2/2018,8316,8316,5973,6246.6,8316,0,32.6,927.11,159.66
3/3/2018,9262,9262,5777,6941,9262,0,33.8,982.58,174.47
3/4/2018,9032,9032,6553,7822.3,9032,0,34.5,941.08,194.64
3/5/2018,9015,9015,6859,8116,9015,0,33.4,915.51,191.25
3/6/2018,9307,9307,6637,8109.2,9307,0,33.4,931.37,189.62
3/7/2018,9431,9431,6689,8057.4,9431,0,32.3,966.83,189.94
3/8/2018,9241,9241,6252,7776,9241,0,32,890.04,183.78
3/9/2018,8306,8306,6066.3,6335.1,8306,0,32.2,857.27,167.3
3/10/2018,9249,9249,5829,7095.2,9249,0,32,928.64,176.03
3/11/2018,9454,9454,6256,7927.9,9454,0,33.6,983.38,182.5
3/12/2018,9533,9533,6364,7946,9533,0,34,958.74,183.57
3/13/2018,9616,9616,6645,8237.7,9616,0,34.2,943.55,192.63
3/14/2018,9494,9494,6524,8080.9,9494,0,34.2,943.98,185.94
3/15/2018,9715,9715,6896,8200,9715,0,32.9,986.53,190.18
3/16/2018,8842,8842,6548,6540,8842,0,31.5,944.9,177.74
3/17/2018,9467,9467,6538,8038.2,9467,0,33.9,983.21,190.51
3/18/2018,9939,9939,6918,8223.1,9939,0,34.6,955.62,198.83
3/19/2018,10084,10084,7140,8155.3,10084,0,34.4,976.88,199.69
3/20/2018,9578,9578,7079,8325,9578,0,34,933.31,198.49
3/21/2018,9641,9714,7029,8402,9714,0,34.6,934.64,196.77
3/22/2018,9819,9819,7219,8476.9,9819,0,33.1,977.29,206.88
3/23/2018,9344,9344,6897.8,7267.9,9344,0,33.6,953.32,188.23
3/24/2018,9470,9470,7308,8147,9470,0,33.5,1004.4,199.83
3/25/2018,8962,9190,7716,8408.9,8962,0,33.7,966.78,200.48
3/26/2018,8654,8654,6738.7,7440.3,8654,0,33.5,863.86,182.76
3/27/2018,9318,9318,6112,7897,9318,0,33.9,917.1,186.66
3/28/2018,9306,9306,7497,8117.4,9306,0,36.1,928.73,198.97
3/29/2018,9147,9147,7250,8330,9147,0,33.5,917.48,197.04
3/30/2018,5487,7815,6062.2,6315.2,5487,0,29.1,748.43,148.06
3/31/2018,8314,8314,1774,4893.4,8314,0,28.9,912.38,132.07
4/1/2018,9147,9147,5696,7359.1,9147,0,34.2,932.62,171.56
4/2/2018,9258,9258,5910,7658.5,9258,0,30,888.34,179.08
4/3/2018,9350,9350,6551,8216.2,9350,0,34.2,906.2,196.31
4/4/2018,9248,9248,7014,7969.2,9248,0,34,909.48,192.14
4/5/2018,7443,8386.2,7322,8361.2,7443,0,34.1,853.59,185.14
4/6/2018,8396,8396,5243,5941.9,8396,0,31,867.86,157.2
4/7/2018,9255,9255,5607,7424.3,9255,0,33.9,902.08,176.57
4/8/2018,9200,9200,5953,7269.5,9200,0,33,916.69,171.78
4/9/2018,9510,9510,6360,8255.1,9510,0,33.6,943.3,191.33
4/10/2018,9355,9355,5947,7950.4,9355,0,33.7,955.77,184.4
4/11/2018,8943,8943,7007.8,6580.6,8943,0,33,936.89,190.23
4/12/2018,8917,8917,5187,7923.3,8917,0,33.4,875.19,167.25
4/13/2018,9257,9257,5332.3,6363.3,9257,0,32.8,942.12,164.53
4/14/2018,7665,8282,6680,7522.3,7665,0,34.1,907.66,176.18
4/15/2018,9961,9961,5767,8044,9961,0,34.4,1032.07,186.93
4/16/2018,9702,9702,7383.3,8840,9702,0,36.5,986.47,206.55
4/17/2018,8464,8464,7051.2,7437.1,8464,0,31.6,844.43,177.46
4/18/2018,9758,9758,4376,7536.3,9758,0,32.6,929.91,170.21
4/19/2018,9425,9425,5443.3,7639.7,9425,0,32.4,977.76,173.78
4/20/2018,8095,8090,5926.4,6206.6,8095,0,35,919.61,165.41
4/21/2018,8498,8498,6263.1,7094.3,8498,0,33.1,907.17,172.92
4/22/2018,8461,8624,6458,7953.8,8461,0,33.5,926.74,182.25
4/23/2018,9778,9778,6641,8105.4,9778,0,34.7,956.74,195.27
4/24/2018,10137,10137,7235,8526.2,10137,0,34.5,989.03,209.82
4/25/2018,8591,9269,7229,8329.3,8591,0,34.1,854.95,188.12
4/26/2018,9261,9261,5379,7243.4,9261,0,33.8,851.01,170.95
4/27/2018,8876,8876,4793,6297.3,8876,0,31,958.33,156.67
4/28/2018,9573,9573,6303,7884.3,9573,0,34.3,971.49,194.76
4/29/2018,7807,7807,4197.1,5524.6,7807,0,28.1,837.51,152.25
4/30/2018,6579,6579,4666,5636.6,6579,0,32.8,854.12,130.69
5/1/2018,6579,6579,4666,5636.6,6579,0,32.8,854.12,130.69
5/2/2018,6579,6579,4666,5636.6,6579,0,32.8,854.12,130.69
5/3/2018,9091,9091,4966,7342.8,9091,0,32.5,1011.88,165.4
5/4/2018,8024,8024,5412.1,5686.1,8024,0,34,883.02,156.76
5/5/2018,8883,8883,5506.1,7201,8883,0,32.7,922.23,167.88
5/6/2018,9758,9758,5881,7898,9758,0,33.7,944.15,180.32
5/7/2018,9641,9641,5390,7083.3,9641,0,30,944.15,188.48
5/8/2018,9566,9566,6629,7628.1,9566,0,33,1002.28,193.74
5/9/2018,9446,9446,7153.1,7650.3,9446,0,31.9,972.95,192.36
5/10/2018,8033,8376,6903,7342.4,8033,0,30.2,809.86,175.6
5/11/2018,6549,6724,5165.8,5767.7,6549,0,31,834.92,143.75
5/12/2018,9449,9449,5152,6988,9449,0,32.6,968.95,169.91
5/13/2018,9160,9160,6485,7537.1,9160,0,32.8,945.04,180.26
5/14/2018,9464,9522,6254,7619,9464,0,32.5,950.34,185.73
5/15/2018,9313,9313,6748,7952,9313,0,34.6,889.47,191.21
5/16/2018,8753,8753,4864,6623.3,8753,0,27.4,925.87,163.77
5/17/2018,9703,9726,5949,7620.3,9703,0,32,980.97,185.35
5/18/2018,8668,8766,5835.5,5864.6,8668,0,30,900.24,170.71
5/19/2018,9917,9917,5585,7219.7,9917,0,31.9,1021.93,186.4
5/20/2018,9715,9715,6781.1,7472.4,9715,0,31.1,972.03,193.93
5/21/2018,9715,9715,6781.1,7472.4,9715,0,31.1,972.03,193.93
5/22/2018,10147,10147,6880.1,7877.3,10147,0,32.5,1030.16,199.77
5/23/2018,9904,9904,7062.3,7694.9,9904,0,29.4,1006.54,202.2
5/24/2018,10130,10130,6815,7976.2,10130,0,33.2,979.9,194.99
5/25/2018,8960,9083,6539.3,6999,8960,0,35.2,969.03,189.43
5/26/2018,10699,10699,6781,8129.6,10699,0,34.5,998.42,206.78
5/27/2018,10825,10825,7847.5,8732.9,10825,0,35.5,1005.07,223.99
5/28/2018,10958,10958,7198.5,8783.2,10958,0,35.5,998.89,219.77
5/29/2018,10875,10875,5950.4,8033.3,10875,0,35.4,1034.97,204.9
5/30/2018,9869,9994,7679.4,9123.3,9869,0,36.3,1005.58,221.42
5/31/2018,9887,9887,5907.1,7365.5,9887,0,28.2,933,198.34
6/1/2018,9198,9207,6639.4,6807,9198,0,32.6,919.45,183.07
6/2/2018,10364,10397,6506.1,7861.4,10364,0,33.2,1064.33,200.62
6/3/2018,10602,10602,7592.1,8703.2,10602,0,34.2,1065.63,220.73
6/4/2018,10716,10716,7695.5,8886.3,10716,0,34.5,1067.45,224.15
6/5/2018,10903,10903,7744.7,8864,10903,0,35.1,1054.67,224.24
6/6/2018,10948,10949,8128.3,9023.2,10948,0,34,990.82,227.35
6/7/2018,10909,10909,8521.7,9178.2,10909,0,34,1031.6,233.99
6/8/2018,10561,10561,7425.3,7958.2,10561,0,34.3,1008.47,215.06
6/9/2018,10249,10249,7959.2,9043,10249,0,35.1,1043.93,223.44
6/10/2018,10044,10244,7705.6,8718.6,10044,0,34.6,1019.11,216.07
6/11/2018,10480,10480,7242.6,8523.6,10480,0,33,1058.54,212.43
6/12/2018,9286,9761,7596,8881.2,9286,0,34,1000.29,208.57
6/13/2018,10263,10276,6865.4,7608.4,10263,0,31.5,1022.38,200.31
6/14/2018,9944,9968,7472.6,8150.2,9944,0,35.6,1020.84,206.09
6/15/2018,8616,8774,5720,6515.3,8616,0,34.4,957.76,177.12
6/16/2018,7749,7749,4998.5,5387.9,7749,0,31.2,874.08,147.77
6/17/2018,8503,8503,5345.1,5801.1,8503,0,35.5,904.94,157.06
6/18/2018,9132,9132,5620.3,6436.7,9132,0,35.3,929.43,169.41
6/19/2018,8229,8788,5197.1,5470.1,8229,0,28.5,868.52,161.64
6/20/2018,9186,9209,5756.2,7000.3,9186,0,37.2,999.96,181.85
6/21/2018,9641,9700,6730.6,7678.9,9641,0,35.5,1055.57,194.8
6/22/2018,9615,9753,6767.4,7221,9651,0,35.4,1038.39,194.42
6/23/2018,10021,10021,7032.3,7590.8,10021,0,31.6,1077.74,200.61
6/24/2018,9839,9839,6931.3,8179.5,9839,0,32.4,1109.25,205.42
6/25/2018,10094,10094,6831.3,8081.5,10094,0,31.2,1045.18,200.31
6/26/2018,10337,10337,6501.1,8115.9,10337,0,33.8,1033.87,205.75
6/27/2018,10426,10426,6928.3,8107.9,10426,0,32.2,1072.01,201.7
6/28/2018,10359,10359,6793.4,8287.9,10359,0,33.8,1084.73,208.3
6/29/2018,9456,9574,6526.4,7051.7,9456,0,33.8,1042.95,191.92
6/30/2018,10679,10679,6748.4,8136.3,10679,0,34,1083.69,206.88
7/1/2018,10490,10490,7754.4,8702,10490,0,34.1,987.7,216.25
7/2/2018,10639,10639,7345.04,8587.3,10639,0,33.6,934.37,212.18
7/3/2018,10639,10639,7345.04,8587.3,10639,0,33.6,934.37,212.18
7/4/2018,10046,10046,6881.1,8241,10046,0,31.1,943.75,197.57
7/5/2018,10754,10754,6908.1,8253.7,10754,0,33.2,957.94,208.58
7/6/2018,10426,10426,6808,7249.7,10426,0,34.6,979.58,198.44
7/7/2018,11059,11059,7233.2,8524,11059,0,34.5,994.09,219.25
7/8/2018,10791,10791,8007.3,9009.8,10791,0,33,963.78,231.54
7/9/2018,10966,10966,7794.4,8946.9,10966,0,31.6,995.3,220.77
7/10/2018,10975,10975,7971.5,8979,10975,0,32.8,988.09,220.07
7/11/2018,11210,11210,7856.4,9119,11210,0,34,985.11,228.47
7/12/2018,11149,11149,8235.3,9458,11149,0,36.3,988,232.22
7/13/2018,10304,10419,7417,7810.4,10304,0,36.7,1015.7,210.42
7/14/2018,11306,11306,7901.8,8783.2,11306,0,34.6,1078.48,223.6
7/15/2018,11113,11113,8235.2,9267.9,11113,0,34.7,1054.8,230.7
7/16/2018,10978,10978,7873.5,8838.1,10978,0,27.7,1050.5,224.94
7/17/2018,10928,10928,7821,8971,10928,0,32,1050.62,224.7
7/18/2018,11184,11387,8175.6,9372.6,11184,0,34.7,1037.06,231.62
7/19/2018,11144,11387,8175.6,9735.4,11144,0,37.6,1046.61,231.62
7/20/2018,10357,10976,8338.3,8463.8,10357,0,34.3,1017.81,222.6
7/21/2018,10621,10621,7554.4,7876,10621,0,31.3,1046.25,212.38
7/22/2018,10670,10670,7374.6,8186.4,10670,0,32.6,1039.3,210.09
7/23/2018,10271,10271,7421,8546.5,10271,0,32.7,1059.89,217.57
7/24/2018,9945,9945,7150.5,8203,9945,0,30.3,1038.45,201.49
7/25/2018,10340,10340,6935.2,8224.7,10340,0,34.2,1054.62,203.24
7/26/2018,10256,10256,7328,8326.7,10256,0,28.7,1034.31,204.55
7/27/2018,9613,9613,6828.5,7091.9,9613,0,30.5,1003.52,191.21
7/28/2018,10359,10359,6793.4,8287.9,10359,0,33.8,1084.73,208.3
7/29/2018,10552,10552,7338,8436.8,10552,0,32,1069.26,212.47
7/30/2018,10538,10538,7371.5,8744.4,10538,0,31.8,1087.59,214.44
7/31/2018,10651,10651,7655.1,8962,10651,0,33.2,1146.02,218.8
8/1/2018,10115,10115,7522.4,8569.9,10115,0,32.5,1144.63,211.93
8/2/2018,10086,10086,7318,8295.1,10086,0,32.7,1115.57,205.16
8/3/2018,9727,9727,6474.1,6834.7,9727,0,32.6,1096.45,188.55
8/4/2018,10518,10518,7149,8216,10518,0,34,1159.12,209.35
8/5/2018,10862,10862,8129.4,8831.3,10862,0,32,1150.43,249.5
8/6/2018,10646,10646,7870.4,8980.5,10646,0,34.9,1089.7,225.05
8/7/2018,10862,10862,7440.6,8652,10862,0,33.6,1109.11,218.36
8/8/2018,10902,10902,7985.5,9019.8,10902,0,33.4,1096.65,221.6
8/9/2018,11045,11045,8009.8,9314.4,11045,0,34,1119.74,229.08
8/10/2018,10617,10662,7749.6,8030.7,10617,0,35.6,1123.15,217.81
8/11/2018,11095,11095,8310.7,8777.1,11095,0,34.3,1127.73,225.66
8/12/2018,10086,10086,7318,8295.1,10086,0,32.7,1115.57,205.16
8/13/2018,11174,11217,8491.4,9326,11174,0,34.9,1114.11,231.77
8/14/2018,11099,11099,8433.5,9621.4,11099,0,36.3,1124.58,235.68
8/15/2018,10512,10588,8175.4,8645.2,10512,0,34.6,1157.05,224.4
8/16/2018,11152,11152,8244.2,9558.9,11152,0,35.7,1126.43,233.28
8/17/2018,10940,10940,8136,8502.7,10940,0,33.5,1111.26,227
8/18/2018,10885,10885,8474.5,9510.7,10885,0,36,1101.19,234.36
8/19/2018,10727,10727,7839.3,9261.4,10727,0,34,1117.37,229.58
8/20/2018,9839,10027,7509,8325,9839,0,34.4,1129.01,210.03
8/21/2018,9064,9088,6169,6644.9,9064,0,33.2,1108.4,184.55
8/22/2018,8955,8961,5450.6,5700.9,8955,0,33.5,1095.06,176.54
8/23/2018,9040,9040,6630.9,6999.4,9040,0,34.5,1125.17,184.88
8/24/2018,8996,8996,6153,6543,8996,0,34.7,1147.96,180.63
8/25/2018,9330,9477,6466,7091.3,9330,0,35.7,1160.09,187.93
8/26/2018,9725,9838,6832.2,7670,9725,0,33.7,1197.83,198.86
8/27/2018,9901,9976,6988.8,7939.2,9901,0,31.2,1271.82,204.87
8/28/2018,10127,10127,7182.4,8186.8,10127,0,33.5,1289.74,269.13
8/29/2018,10340,10340,7356.4,8430.4,10340,0,32.4,1296.18,210.93
8/30/2018,10540,10540,7654.3,8708.3,10540,0,34,1253.33,216.82
8/31/2018,10142,10142,7215,7735.6,10142,0,35.2,1253.33,206.5
9/1/2018,10617,10617,7559.7,8471.5,10617,0,33.8,1206.2,217.34
9/2/2018,10225,10225,7563.6,8252,10225,0,32.3,1170.76,210.12
9/3/2018,11015,11015,7583.2,8996.9,11015,0,33.5,1188.54,218.76
9/4/2018,10892,10892,7865,8985,10892,0,34.8,1184.27,224.85
9/5/2018,10852,10852,7890,9046,10852,0,33.5,1148.84,224.02
9/6/2018,10637,10637,7754.3,8589.7,10637,0,32.6,1162.74,217.68
9/7/2018,10266,10266,7059.8,7449,10266,0,32.9,1126.99,204.31
9/8/2018,10898,10898,7778.6,8500.3,10898,0,34.8,1182.49,221.32
9/9/2018,11129,11129,8196.5,9043.1,11129,0,34.6,1217.47,229.35
9/10/2018,11129,11129,8196.5,9043.1,11129,0,34.6,1217.47,229.35
9/11/2018,10630,10630,7832.1,8774.6,10630,0,34,1194.07,219.45
9/12/2018,10625,10625,7548.1,8852.4,10625,0,34.1,1153.76,217.34
9/13/2018,10830,10830,6892.1,8553,10830,0,30.7,1216.21,212
9/14/2018,10277,10277,6906.7,7335.9,10277,0,33.9,1141.91,203.46
9/15/2018,11292,11292,7527.4,8572.1,11292,0,33.2,1157.02,219.27
9/16/2018,11289,11289,8123,9302.3,11289,0,35.2,1182.59,235.29
9/17/2018,11534,11534,8655.4,9625.4,11534,0,35.6,1220.58,238.83
9/18/2018,11363,11363,8753.2,9440.1,11363,0,36.2,1187.53,243.19
9/19/2018,11623,11623,8905.2,9788,11623,0,36.5,1128.83,246.47
9/20/2018,10420,10760,7314.2,8790.6,10420,0,34.5,1034.7,219.89
9/21/2018,10420,10760,7314.2,8790.6,10420,0,34.5,1034.7,219.89
9/22/2018,11086,11006,7365.4,8554,11086,0,33.2,1056.4,216.4
9/23/2018,11432,11432,8109.8,9167,11432,0,33.9,1153.9,233.7
9/24/2018,11557,11557,8374.2,9380.8,11557,0,33.8,1174.51,238.25
9/25/2018,11140,11140,8106.1,9477.5,11140,0,34.5,1190.58,232.38
9/26/2018,11348,11348,8255.3,9537.3,11348,0,34.6,1184.83,232.31
9/27/2018,10946,10946,8271.83,9125,10946,0,33.9,1166.39,233.74
9/28/2018,10891,10901,7369,7896,10891,0,35.5,1167.57,218.29
9/29/2018,11280,11280,8138.2,9050.9,11280,0,35.5,1182.2,231.66
9/30/2018,11574,11574,8518.2,9925.4,11574,0,35.7,1227.59,239.32
10/1/2018,11198,11198,8265.9,9532.6,11198,0,36.1,1183.77,239.39
10/2/2018,11485,11485,8120.4,9227.2,11485,0,35.6,1193.22,235.75
10/3/2018,11472,11472,7918,9498.1,11472,0,35.9,1195.52,236.06
10/4/2018,11394,11394,8113,9591.9,11394,0,32.6,1211.96,234.76
10/5/2018,10548,10548,7640,8271,10548,0,34.2,1187.46,216.69
10/6/2018,11431,11431,7660.8,9091.1,11431,0,31.9,1223.33,226.22
10/7/2018,11400,11400,7772.8,9086.3,11400,0,34.6,1221.92,228.25
10/8/2018,11205,11205,7630.9,9028.3,11205,0,34.8,1231.6,229.97
10/9/2018,10891,10891,7488.8,8722.1,10891,0,32.9,1186.2,217.45
10/10/2018,9966,9966,7136.2,8081,9966,0,29,1113.62,200.36
10/11/2018,9110,9110,6030.4,7199.3,9110,0,27.2,1079.79,179.38
10/12/2018,8103,8103,5506.94,6052.1,8103,0,26.2,1007.98,159.74
10/13/2018,8830,8830,5397.7,6948.17,8830,0,27.9,1060.15,166.8
10/14/2018,9456,9456,5793,7300.4,9456,0,29.7,1093.45,174.01
10/15/2018,9862,9862,5935.4,8012.3,9862,0,32.6,1065.94,184.23
10/16/2018,9886,9886,6311,7746.1,9886,0,33.2,1157.94,187.1
10/17/2018,9821,9821,6163.8,7863.8,9821,0,32.2,1153.99,186.21
10/18/2018,9842,9842,6356.7,8102.8,9842,0,32.5,1132.96,204.86
10/19/2018,9086,9086,5993.3,6786.4,9086,0,33.8,1123.75,175.99
10/20/2018,10158,10158,6282,7755.76,10158,0,32.6,1188.87,189.81
10/21/2018,10286,10286,6624.4,8222.9,10286,0,33.2,1212.91,197.97
10/22/2018,10237,10237,6601.8,8321,10237,0,29.4,1127.02,193.93
10/23/2018,10198,10198,6598.4,8353,10198,0,32.6,1151.77,197.34
10/24/2018,10075,10075,6693.5,8374.9,10075,0,32.5,1144.47,195.6
10/25/2018,9582,9582,6536,8111.9,9582,0,32,1123.43,190.28
10/26/2018,8584,8584,5959,6716.9,8584,0,32.2,1085.87,166.77
10/27/2018,9879,9879,5967,7390.2,9879,0,33.2,1143.76,181.68
10/28/2018,8651,8651,6306.53,7231,8651,0,26.3,1046.86,171.05
10/29/2018,8776,8776,5652,7159,8776,0,26.6,1076.99,166.42
10/30/2018,9101,9101,5634,7247.5,9101,0,31,1084.53,171.38
10/31/2018,9460,9460,5924,7636.2,9460,0,32.4,1150.99,178.9
11/1/2018,9670,9670,6214,7922.3,9670,0,32.5,1145.9,185.08
11/2/2018,8751,8751,5899.72,6547.2,8751,0,32,1112.76,168.26
11/3/2018,9760,9760,6034,7768.7,9760,0,32.8,1135.15,184.92
11/4/2018,9900,9900,6496,7905.5,9900,0,32,1010.62,187.66
11/5/2018,9454,9454,6361,8017,9454,0,32.4,968.14,184.39
11/6/2018,9667,9667,6131.8,7646.67,9667,0,31,973.51,179.84
11/7/2018,9256,9256,6066.6,7255.61,9256,0,29.1,906.84,174.05
11/8/2018,8956,8956,5805,7388.1,8956,0,30.2,903.77,175
11/9/2018,7724,7724,5372.9,5790.9,7724,0,29.5,869.47,145.18
11/10/2018,8723,8723,5012,6680,8723,0,29.4,915.93,154.86
11/11/2018,8724,8724,5425,6601.1,8724,0,29.6,895.9,160.31
11/12/2018,8815,8815,5392,7026.1,8815,0,30.6,873.64,166.04
11/13/2018,8806,8806,5492,7006.4,8806,0,30.2,853.15,165.35
11/14/2018,8806,8806,5492,7006.4,8806,0,30.2,853.15,165.35
11/15/2018,8772,8772,5536,7186.3,8772,0,31.1,0,167.73
11/16/2018,7696,7696,5249.4,5770.8,7696,0,32,0,148.88
11/17/2018,8603,8603,5183,6498.8,8603,0,30.4,1102.25,157.99
11/18/2018,8656,8656,5421,6985.6,8656,0,29.8,1128.68,163.75
11/19/2018,8585,8585,5306,6958.8,8585,0,30,1082.8,155.37
11/20/2018,8441,8441,5228,6824.7,8441,0,28.7,1107.16,159.87
11/21/2018,8087,8087,5196,6090.2,8087,0,28.6,1097.35,150.79
11/22/2018,8433,8433,4936,6838.9,8433,0,29,1063.5,157.54
11/23/2018,7550,7550,5106.61,5507.4,7550,0,29.1,995.67,141.48
11/24/2018,8358,8358,4789,6228.4,8358,0,29.1,1162.03,150.94
11/25/2018,8361,8361,5119,6710,8361,0,29.4,1143.62,158.83
11/26/2018,8460,8460,5236,6712.8,8460,0,30,1129.17,158.77
11/27/2018,8502,8502,5135,6719.68,8502,0,31.5,1110.43,158.43
11/28/2018,8516,8516,5262,6971.3,8516,0,31.5,1033.23,161.65
11/29/2018,8464,8464,5181,6762,8464,0,27.3,1038.05,158.75
11/30/2018,7556,7556,5076,5371,7556,0,28.5,1014.26,141.47
12/1/2018,8347,8217,4685,6086.2,8347,0,28.4,1111.69,147.9
12/2/2018,8369,8369,5062,6342,8369,0,27.8,1117.11,153.85
12/3/2018,8418,8418,4961,6448.4,8418,0,28.5,1055.66,154.7
12/4/2018,8534,8534,4933,6410.6,8534,0,28.3,1029.5,152.73
12/5/2018,8458,8458,5000,6622.4,8458,0,28.2,1031.46,154.45
12/6/2018,8452,8452,4940,6510.3,8452,0,27.5,1021.85,154.13
12/7/2018,7505,7505,4798,5266.2,7505,0,27,940.24,135.81
